,0,1,2,3,4,5
1476,08-04,"19:01:00,438.69,438.69,438.69,438.69,239.0",,,,
1477,08-04,"19:02:00,438.66,438.66,438.66,438.66,200.0",,,,
1478,08-04,"19:03:00,438.66,438.66,438.66,438.66,793.0",,,,
1479,08-04,"19:04:00,438.65,438.65,438.65,438.65,133.0",,,,
1480,08-04,"19:06:00,438.6499,438.6499,438.6499,438.6499,810.0",,,,
1481,08-04,"19:10:00,438.55,438.55,438.55,438.55,335.0",,,,
1482,08-04,"19:11:00,438.5,438.5,438.5,438.5,468.0",,,,
1483,08-04,"19:12:00,438.61,438.61,438.61,438.61,253.0",,,,
1484,08-04,"19:19:00,438.55,438.55,438.55,438.55,237.0",,,,
1485,08-04,"19:20:00,438.55,438.55,438.55,438.55,377.0",,,,
1486,08-04,"19:22:00,438.52,438.52,438.52,438.52,176.0",,,,
1487,08-04,"19:23:00,438.65,438.65,438.64,438.65,668.0",,,,
1488,08-04,"19:24:00,438.69,438.75,438.69,438.75,508.0",,,,
1489,08-04,"19:25:00,438.65,438.65,438.65,438.65,151.0",,,,
1490,08-04,"19:28:00,438.6,438.75,438.6,438.75,881.0",,,,
1491,08-04,"19:31:00,438.66,438.66,438.66,438.66,1056.0",,,,
1492,08-04,"19:35:00,438.55,438.55,438.55,438.55,369.0",,,,
1493,08-04,"19:36:00,438.6,438.6,438.6,438.6,207.0",,,,
1494,08-04,"19:37:00,438.61,438.61,438.6,438.6,619.0",,,,
1495,08-04,"19:38:00,438.54,438.57,438.5,438.57,1865.0",,,,
1496,08-04,"19:42:00,438.5,438.5,438.41,438.41,1015.0",,,,
1497,08-04,"19:45:00,438.6,438.69,438.6,438.69,652.0",,,,
1498,08-04,"19:46:00,438.51,438.51,438.5,438.5,353.0",,,,
1499,08-04,"19:50:00,438.7,438.75,438.7,438.75,2234.0",,,,
1500,08-04,"19:52:00,438.7899,438.7899,438.7899,438.7899,440.0",,,,
1501,08-04,"19:53:00,438.79,438.79,438.79,438.79,327.0",,,,
1502,08-04,"19:54:00,438.79,438.79,438.79,438.79,188.0",,,,
1503,08-04,"19:55:00,438.7,438.7,438.7,438.7,451.0",,,,
1504,08-04,"19:56:00,438.7,438.7,438.7,438.7,286.0",,,,
1505,08-04,"19:58:00,438.79,438.87,438.6,438.6,1382.0",,,,
1506,08-04,"20:00:00,438.6,438.65,438.6,438.65,376.0",,,,
1507,08-05,"04:01:00,440.82,441.0,440.82,441.0,2737.0",,,,
1508,08-05,"04:02:00,441.48,441.48,441.48,441.48,333.0",,,,
1509,08-05,"04:06:00,441.62,441.63,441.62,441.63,627.0",,,,
1510,08-05,"04:09:00,441.63,441.63,441.63,441.63,484.0",,,,
1511,08-05,"04:10:00,441.64,441.64,441.64,441.64,301.0",,,,
1512,08-05,"04:15:00,441.21,441.21,441.21,441.21,523.0",,,,
1513,08-05,"04:19:00,441.02,441.02,441.02,441.02,521.0",,,,
1514,08-05,"04:25:00,440.61,440.61,440.61,440.61,490.0",,,,
1515,08-05,"04:28:00,440.93,440.98,440.93,440.98,527.0",,,,
1516,08-05,"04:31:00,440.67,440.67,440.33,440.33,805.0",,,,
1517,08-05,"04:34:00,440.77,440.77,440.16,440.16,1135.0",,,,
1518,08-05,"04:42:00,440.8,440.8,440.8,440.8,259.0",,,,
1519,08-05,"04:50:00,440.94,440.94,440.75,440.75,667.0",,,,
1520,08-05,"04:54:00,440.94,441.3,440.94,441.3,1341.0",,,,
1521,08-05,"05:06:00,441.3,441.3,441.3,441.3,304.0",,,,
1522,08-05,"05:10:00,441.3,441.3,441.3,441.3,690.0",,,,
1523,08-05,"05:11:00,441.3,441.3,441.3,441.3,899.0",,,,
1524,08-05,"05:17:00,441.3,441.3,441.29,441.29,572.0",,,,
1525,08-05,"05:23:00,441.2,441.2,441.2,441.2,110.0",,,,
1526,08-05,"05:27:00,441.3,441.59,441.3,441.59,1292.0",,,,
1527,08-05,"05:30:00,441.71,441.71,441.71,441.71,516.0",,,,
1528,08-05,"05:31:00,441.57,441.57,441.57,441.57,544.0",,,,
1529,08-05,"05:33:00,441.39,441.39,441.39,441.39,301.0",,,,
1530,08-05,"05:34:00,441.66,441.66,441.66,441.66,414.0",,,,
1531,08-05,"05:36:00,441.25,441.25,441.0,441.14,1079.0",,,,
1532,08-05,"05:37:00,441.14,441.14,441.14,441.14,425.0",,,,
1533,08-05,"05:42:00,441.58,441.58,441.58,441.58,244.0",,,,
1534,08-05,"05:44:00,441.56,441.7,441.56,441.7,544.0",,,,
1535,08-05,"05:45:00,441.7,441.71,441.7,441.71,604.0",,,,
1536,08-05,"05:47:00,442.0,442.0,441.95,442.0,2021.0",,,,
1537,08-05,"05:49:00,442.0,442.0,442.0,442.0,311.0",,,,
1538,08-05,"05:50:00,442.46,442.5,442.46,442.5,538.0",,,,
1539,08-05,"05:51:00,442.75,442.75,442.75,442.75,288.0",,,,
1540,08-05,"05:52:00,442.87,442.87,442.85,442.85,645.0",,,,
1541,08-05,"05:53:00,442.88,442.88,442.88,442.88,145.0",,,,
1542,08-05,"05:54:00,442.97,442.97,442.97,442.97,382.0",,,,
1543,08-05,"05:55:00,442.98,442.98,442.98,442.98,326.0",,,,
1544,08-05,"05:56:00,442.84,442.84,442.62,442.62,986.0",,,,
1545,08-05,"05:57:00,442.42,442.42,442.42,442.42,411.0",,,,
1546,08-05,"05:58:00,442.5,442.5,442.5,442.5,267.0",,,,
1547,08-05,"05:59:00,442.84,442.84,442.84,442.84,150.0",,,,
1548,08-05,"06:00:00,442.82,442.82,442.82,442.82,110.0",,,,
1549,08-05,"06:02:00,442.53,442.53,438.43,440.03,14407.0",,,,
1550,08-05,"06:03:00,440.1,441.02,440.1,441.0,5314.0",,,,
1551,08-05,"06:04:00,440.3,440.3,438.0,439.71,11327.0",,,,
1552,08-05,"06:05:00,439.0,439.89,438.3,438.33,4621.0",,,,
1553,08-05,"06:06:00,438.4,438.6,438.3,438.4,4405.0",,,,
1554,08-05,"06:07:00,438.24,438.4,437.02,437.5,5594.0",,,,
1555,08-05,"06:08:00,437.95,438.0,437.5,437.5,2940.0",,,,
1556,08-05,"06:09:00,437.96,438.73,437.5,438.73,3477.0",,,,
1557,08-05,"06:10:00,438.0,438.0,437.51,438.0,1393.0",,,,
1558,08-05,"06:11:00,437.81,438.2,437.81,438.2,1017.0",,,,
1559,08-05,"06:12:00,437.81,437.81,437.81,437.81,812.0",,,,
1560,08-05,"06:13:00,437.67,437.67,437.5,437.5,713.0",,,,
1561,08-05,"06:14:00,437.38,437.38,437.38,437.38,386.0",,,,
1562,08-05,"06:16:00,437.74,437.74,437.74,437.74,444.0",,,,
1563,08-05,"06:19:00,437.32,437.41,437.27,437.27,2082.0",,,,
1564,08-05,"06:20:00,437.36,437.36,437.36,437.36,884.0",,,,
1565,08-05,"06:21:00,437.3,437.3,436.75,436.92,4067.0",,,,
1566,08-05,"06:22:00,437.0,437.88,437.0,437.88,1186.0",,,,
1567,08-05,"06:23:00,438.0,438.0,437.98,438.0,1075.0",,,,
1568,08-05,"06:24:00,437.79,437.79,437.79,437.79,311.0",,,,
1569,08-05,"06:25:00,437.5,437.5,437.5,437.5,364.0",,,,
1570,08-05,"06:27:00,437.79,437.8,437.79,437.8,1108.0",,,,
1571,08-05,"06:28:00,437.8,438.21,437.8,438.21,2197.0",,,,
1572,08-05,"06:29:00,438.53,438.53,438.53,438.53,261.0",,,,
1573,08-05,"06:30:00,438.63,438.63,438.63,438.63,1025.0",,,,
1574,08-05,"06:32:00,438.96,438.96,438.96,438.96,549.0",,,,
1575,08-05,"06:33:00,438.9,438.9,438.88,438.88,222.0",,,,
1576,08-05,"06:34:00,438.61,438.69,438.61,438.69,404.0",,,,
1577,08-05,"06:35:00,438.69,438.88,438.69,438.88,1001.0",,,,
1578,08-05,"06:36:00,438.88,439.0,438.88,439.0,690.0",,,,
1579,08-05,"06:37:00,438.71,438.71,438.71,438.71,296.0",,,,
1580,08-05,"06:38:00,438.88,438.88,438.71,438.71,1372.0",,,,
1581,08-05,"06:39:00,438.71,438.71,438.7,438.7,1061.0",,,,
1582,08-05,"06:40:00,438.7,438.7,438.7,438.7,702.0",,,,
1583,08-05,"06:41:00,438.95,439.03,438.95,439.03,893.0",,,,
1584,08-05,"06:42:00,439.0,439.0,438.7,438.7,797.0",,,,
1585,08-05,"06:43:00,438.69,438.72,438.5,438.67,1964.0",,,,
1586,08-05,"06:44:00,438.67,438.67,438.5,438.5,564.0",,,,
1587,08-05,"06:50:00,438.39,438.39,438.11,438.11,1234.0",,,,
1588,08-05,"06:51:00,438.11,438.2,438.11,438.2,440.0",,,,
1589,08-05,"06:52:00,438.0,438.03,438.0,438.0,1002.0",,,,
1590,08-05,"06:53:00,438.0,438.0,437.98,437.98,440.0",,,,
1591,08-05,"06:54:00,438.0,438.0,438.0,438.0,293.0",,,,
1592,08-05,"06:56:00,438.0,438.0,437.61,437.61,2744.0",,,,
1593,08-05,"06:57:00,437.6,437.6,436.98,437.0,5990.0",,,,
1594,08-05,"06:58:00,437.0,437.0,437.0,437.0,853.0",,,,
1595,08-05,"06:59:00,437.26,437.26,437.23,437.23,501.0",,,,
1596,08-05,"07:01:00,438.0,438.5,438.0,438.37,10027.0",,,,
1597,08-05,"07:02:00,438.23,438.4,438.2,438.38,2396.0",,,,
1598,08-05,"07:03:00,438.24,438.28,438.0,438.0,2526.0",,,,
1599,08-05,"07:04:00,438.36,438.52,438.36,438.5,4044.0",,,,
1600,08-05,"07:05:00,438.4,439.0,438.4,439.0,4507.0",,,,
1601,08-05,"07:06:00,438.68,438.68,438.68,438.68,367.0",,,,
1602,08-05,"07:07:00,438.52,438.52,438.4,438.4,6892.0",,,,
1603,08-05,"07:08:00,438.73,438.73,438.73,438.73,506.0",,,,
1604,08-05,"07:09:00,438.8,438.91,438.8,438.91,1091.0",,,,
1605,08-05,"07:10:00,438.73,438.8,438.6,438.65,2805.0",,,,
1606,08-05,"07:11:00,438.52,438.52,438.52,438.52,1238.0",,,,
1607,08-05,"07:14:00,438.5,438.5,438.3,438.3,6965.0",,,,
1608,08-05,"07:15:00,438.5,438.5,438.3,438.3,729.0",,,,
1609,08-05,"07:16:00,438.28,438.3,438.2,438.3,2089.0",,,,
1610,08-05,"07:17:00,438.5,438.5,438.48,438.5,865.0",,,,
1611,08-05,"07:18:00,438.59,438.59,438.3,438.3,4957.0",,,,
1612,08-05,"07:19:00,438.4,438.4,438.01,438.18,5615.0",,,,
1613,08-05,"07:20:00,438.01,438.03,437.82,437.82,4943.0",,,,
1614,08-05,"07:21:00,437.99,437.99,437.9,437.9,629.0",,,,
1615,08-05,"07:22:00,437.7,437.7,437.5,437.5,3842.0",,,,
1616,08-05,"07:23:00,437.56,437.75,437.5,437.52,7259.0",,,,
1617,08-05,"07:24:00,437.54,437.54,437.45,437.5,1743.0",,,,
1618,08-05,"07:25:00,437.5,437.56,437.45,437.52,2605.0",,,,
1619,08-05,"07:26:00,437.54,437.57,437.54,437.55,2098.0",,,,
1620,08-05,"07:28:00,437.49,437.6,437.49,437.6,1505.0",,,,
1621,08-05,"07:29:00,437.5,437.61,437.5,437.61,1151.0",,,,
1622,08-05,"07:30:00,437.6,437.6,437.6,437.6,605.0",,,,
1623,08-05,"07:31:00,437.6,437.6,437.5,437.6,3952.0",,,,
1624,08-05,"07:32:00,437.55,437.55,437.5,437.5,1003.0",,,,
1625,08-05,"07:33:00,437.54,437.6,437.51,437.6,1754.0",,,,
1626,08-05,"07:34:00,437.6,437.6,437.6,437.6,647.0",,,,
1627,08-05,"07:35:00,437.75,437.8,437.71,437.79,2459.0",,,,
1628,08-05,"07:36:00,437.85,438.0,437.85,438.0,1140.0",,,,
1629,08-05,"07:37:00,438.1,438.1,437.99,437.99,1766.0",,,,
1630,08-05,"07:38:00,438.0,438.15,438.0,438.15,1394.0",,,,
1631,08-05,"07:39:00,438.14,438.2,438.14,438.2,1703.0",,,,
1632,08-05,"07:40:00,438.4,438.4,438.4,438.4,268.0",,,,
1633,08-05,"07:41:00,438.5,438.5,438.5,438.5,809.0",,,,
1634,08-05,"07:42:00,438.6,438.7,438.6,438.6,3913.0",,,,
1635,08-05,"07:43:00,438.55,438.55,438.55,438.55,260.0",,,,
1636,08-05,"07:44:00,438.61,438.7,438.52,438.7,2185.0",,,,
1637,08-05,"07:45:00,438.69,438.75,438.56,438.56,1523.0",,,,
1638,08-05,"07:46:00,438.53,438.58,438.4,438.58,1289.0",,,,
1639,08-05,"07:47:00,438.5,438.5,438.5,438.5,1285.0",,,,
1640,08-05,"07:48:00,438.54,438.6,438.54,438.6,1101.0",,,,
1641,08-05,"07:49:00,438.51,438.7,438.51,438.69,2675.0",,,,
1642,08-05,"07:50:00,438.4,438.4,438.1,438.1,1900.0",,,,
1643,08-05,"07:51:00,438.389,438.389,438.3,438.3,2035.0",,,,
1644,08-05,"07:52:00,438.1,438.11,438.0,438.0,4861.0",,,,
1645,08-05,"07:53:00,438.09,438.1,438.0,438.0,3180.0",,,,
1646,08-05,"07:54:00,438.0,438.0,437.62,437.68,3254.0",,,,
1647,08-05,"07:55:00,437.7,437.8,437.7,437.71,1418.0",,,,
1648,08-05,"07:56:00,437.72,438.0,437.72,438.0,924.0",,,,
1649,08-05,"07:58:00,437.999,437.999,437.75,437.75,1918.0",,,,
1650,08-05,"07:59:00,437.61,437.61,437.61,437.61,1138.0",,,,
1651,08-05,"08:00:00,437.65,437.65,437.57,437.65,3032.0",,,,
1652,08-05,"08:01:00,437.65,439.0,437.41,437.69,56334.0",,,,
1653,08-05,"08:02:00,437.66,439.75,437.38,437.38,9457.0",,,,
1654,08-05,"08:03:00,437.41,437.6,437.4,437.5,3755.0",,,,
1655,08-05,"08:04:00,437.52,437.6,437.52,437.53,3977.0",,,,
1656,08-05,"08:05:00,437.55,437.55,437.25,437.483,5272.0",,,,
1657,08-05,"08:06:00,437.4,437.4,437.25,437.3,4899.0",,,,
1658,08-05,"08:07:00,437.01,437.22,437.0,437.15,7042.0",,,,
1659,08-05,"08:08:00,437.11,437.11,436.88,437.0,9521.0",,,,
1660,08-05,"08:09:00,437.01,437.1,437.01,437.07,2012.0",,,,
1661,08-05,"08:10:00,437.28,437.6,437.1001,437.59,2833.0",,,,
1662,08-05,"08:11:00,437.5,437.6999,437.5,437.6999,1564.0",,,,
1663,08-05,"08:12:00,437.64,437.65,437.25,437.25,2693.0",,,,
1664,08-05,"08:13:00,437.15,437.3,436.8,436.97,7037.0",,,,
1665,08-05,"08:14:00,436.85,436.9699,436.64,436.64,4896.0",,,,
1666,08-05,"08:15:00,436.65,436.96,436.65,436.96,2917.0",,,,
1667,08-05,"08:16:00,436.75,436.75,436.36,436.36,8939.0",,,,
1668,08-05,"08:17:00,436.77,436.95,436.69,436.69,4773.0",,,,
1669,08-05,"08:18:00,436.8,436.8,436.4,436.41,10281.0",,,,
1670,08-05,"08:19:00,436.4,436.5,436.25,436.25,15814.0",,,,
1671,08-05,"08:20:00,436.38,436.6,436.35,436.6,2297.0",,,,
1672,08-05,"08:21:00,436.81,436.81,436.5,436.6025,5940.0",,,,
1673,08-05,"08:22:00,436.65,436.8,436.55,436.8,1865.0",,,,
1674,08-05,"08:23:00,436.77,436.9199,436.75,436.9199,1791.0",,,,
1675,08-05,"08:24:00,436.92,437.1002,436.9,437.1,4389.0",,,,
1676,08-05,"08:25:00,437.1744,437.19,436.95,437.0,7104.0",,,,
1677,08-05,"08:26:00,436.9001,436.905,436.75,436.75,3490.0",,,,
1678,08-05,"08:27:00,436.7,436.93,436.7,436.93,3052.0",,,,
1679,08-05,"08:28:00,436.99,437.0964,436.9127,437.0964,2550.0",,,,
1680,08-05,"08:29:00,437.18,437.2,437.1,437.19,5269.0",,,,
1681,08-05,"08:30:00,437.15,437.1802,437.15,437.1802,2308.0",,,,
1682,08-05,"08:31:00,437.18,437.26,437.0,437.0,6631.0",,,,
1683,08-05,"08:32:00,436.9,437.25,436.9,437.02,3809.0",,,,
1684,08-05,"08:33:00,437.14,437.47,437.14,437.47,1276.0",,,,
1685,08-05,"08:34:00,437.27,437.38,437.25,437.285,3416.0",,,,
1686,08-05,"08:35:00,437.3,437.39,437.3,437.39,1132.0",,,,
1687,08-05,"08:36:00,437.28,437.33,437.15,437.15,5095.0",,,,
1688,08-05,"08:37:00,437.2,437.3,437.03,437.07,5662.0",,,,
1689,08-05,"08:38:00,437.1,437.19,437.1,437.19,1536.0",,,,
1690,08-05,"08:39:00,437.11,437.11,436.7247,436.75,9202.0",,,,
1691,08-05,"08:40:00,436.8,436.9,436.8,436.9,3732.0",,,,
1692,08-05,"08:41:00,436.9,436.9,436.8,436.8,2679.0",,,,
1693,08-05,"08:42:00,436.78,436.89,436.65,436.65,4631.0",,,,
1694,08-05,"08:43:00,436.71,436.8,436.71,436.75,5649.0",,,,
1695,08-05,"08:44:00,436.75,436.8,436.75,436.75,781.0",,,,
1696,08-05,"08:45:00,436.75,436.8,436.7,436.7,1461.0",,,,
1697,08-05,"08:46:00,436.8906,436.9,436.75,436.9,864.0",,,,
1698,08-05,"08:47:00,436.68,436.8693,436.6,436.6,1777.0",,,,
1699,08-05,"08:48:00,436.6,436.75,436.51,436.7422,11994.0",,,,
1700,08-05,"08:49:00,436.55,436.74,436.55,436.74,1748.0",,,,
1701,08-05,"08:50:00,436.66,436.75,436.59,436.6,3554.0",,,,
1702,08-05,"08:51:00,436.5,436.65,436.5,436.5,3545.0",,,,
1703,08-05,"08:52:00,436.5101,436.7,436.51,436.6,2676.0",,,,
1704,08-05,"08:53:00,436.7,436.75,436.51,436.53,4303.0",,,,
1705,08-05,"08:54:00,436.51,436.69,436.51,436.6,4165.0",,,,
1706,08-05,"08:55:00,436.66,436.7499,436.52,436.66,4469.0",,,,
1707,08-05,"08:56:00,436.7499,436.75,436.73,436.73,3603.0",,,,
1708,08-05,"08:57:00,436.7,436.75,436.55,436.55,3401.0",,,,
1709,08-05,"08:58:00,436.65,436.65,436.61,436.62,1125.0",,,,
1710,08-05,"08:59:00,436.74,436.75,436.62,436.75,5234.0",,,,
1711,08-05,"09:00:00,436.75,436.8,436.71,436.74,2637.0",,,,
1712,08-05,"09:01:00,436.8,436.8,436.61,436.61,4499.0",,,,
1713,08-05,"09:02:00,436.58,436.85,436.58,436.85,4398.0",,,,
1714,08-05,"09:03:00,436.89,437.4,436.89,437.4,3979.0",,,,
1715,08-05,"09:04:00,437.41,437.41,437.01,437.19,7364.0",,,,
1716,08-05,"09:05:00,437.05,437.05,436.83,436.84,4050.0",,,,
1717,08-05,"09:06:00,437.1,437.23,437.07,437.23,5903.0",,,,
1718,08-05,"09:07:00,437.19,437.19,437.05,437.15,2006.0",,,,
1719,08-05,"09:08:00,437.25,437.25,437.01,437.02,5530.0",,,,
1720,08-05,"09:09:00,437.05,437.2,437.05,437.2,2805.0",,,,
1721,08-05,"09:10:00,437.2,437.35,437.2,437.35,2233.0",,,,
1722,08-05,"09:11:00,437.29,437.6,437.29,437.6,7572.0",,,,
1723,08-05,"09:12:00,437.5,437.61,437.5,437.61,4465.0",,,,
1724,08-05,"09:13:00,437.51,437.59,437.34,437.42,3925.0",,,,
1725,08-05,"09:14:00,437.45,437.45,436.61,436.8998,9342.0",,,,
1726,08-05,"09:15:00,436.81,436.96,436.63,436.7,4693.0",,,,
1727,08-05,"09:16:00,436.9,437.01,436.9,437.01,2195.0",,,,
1728,08-05,"09:17:00,436.94,437.0,436.9,437.0,5116.0",,,,
1729,08-05,"09:18:00,436.9,437.0,436.85,437.0,3629.0",,,,
1730,08-05,"09:19:00,437.15,437.1501,437.15,437.1501,626.0",,,,
1731,08-05,"09:20:00,437.15,437.25,437.15,437.25,940.0",,,,
1732,08-05,"09:21:00,437.2,437.5,437.2,437.5,2248.0",,,,
1733,08-05,"09:22:00,437.37,437.69,437.3,437.5,8775.0",,,,
1734,08-05,"09:23:00,437.5,437.71,437.4998,437.64,12416.0",,,,
1735,08-05,"09:24:00,437.6,437.87,437.5998,437.87,10010.0",,,,
1736,08-05,"09:25:00,437.88,437.88,437.75,437.81,5519.0",,,,
1737,08-05,"09:26:00,437.61,437.79,437.6,437.6,2000.0",,,,
1738,08-05,"09:27:00,437.79,437.8698,437.79,437.8698,1519.0",,,,
1739,08-05,"09:28:00,437.8,437.8,437.5,437.5,3681.0",,,,
1740,08-05,"09:29:00,437.7,437.7,437.7,437.7,999.0",,,,
1741,08-05,"09:30:00,437.66,437.8,437.6,437.6,5919.0",,,,
1742,08-05,"09:31:00,437.51,438.16,436.71,436.735,669487.0",,,,
1743,08-05,"09:32:00,436.735,437.37,436.68,436.9005,177121.0",,,,
1744,08-05,"09:33:00,436.9,437.15,436.05,436.5,205588.0",,,,
1745,08-05,"09:34:00,436.505,436.97,436.17,436.79,201791.0",,,,
1746,08-05,"09:35:00,436.74,436.85,435.72,435.7677,240246.0",,,,
1747,08-05,"09:36:00,435.74,437.64,435.59,437.29,245176.0",,,,
1748,08-05,"09:37:00,437.265,438.5,437.22,438.46,215359.0",,,,
1749,08-05,"09:38:00,438.46,438.75,437.87,438.21,227726.0",,,,
1750,08-05,"09:39:00,438.19,438.44,437.5,438.42,187572.0",,,,
1751,08-05,"09:40:00,438.439,438.439,437.43,437.6568,134825.0",,,,
1752,08-05,"09:41:00,437.688,438.0,436.94,437.33,171633.0",,,,
1753,08-05,"09:42:00,437.29,437.97,437.29,437.755,108482.0",,,,
1754,08-05,"09:43:00,437.745,438.7,437.43,438.51,168877.0",,,,
1755,08-05,"09:44:00,438.506,438.66,438.11,438.33,139565.0",,,,
1756,08-05,"09:45:00,438.21,438.338,437.7,437.77,115944.0",,,,
1757,08-05,"09:46:00,437.755,438.19,437.24,438.1448,98806.0",,,,
1758,08-05,"09:47:00,438.12,438.57,437.95,438.4759,118847.0",,,,
1759,08-05,"09:48:00,438.48,439.21,438.24,438.8618,205362.0",,,,
1760,08-05,"09:49:00,438.92,439.78,438.92,439.59,219752.0",,,,
1761,08-05,"09:50:00,439.5579,439.96,439.5579,439.93,155465.0",,,,
1762,08-05,"09:51:00,439.94,440.54,439.6101,440.345,215325.0",,,,
1763,08-05,"09:52:00,440.345,440.83,440.345,440.45,241926.0",,,,
1764,08-05,"09:53:00,440.48,440.62,440.24,440.405,141736.0",,,,
1765,08-05,"09:54:00,440.41,441.17,440.41,441.0616,212593.0",,,,
1766,08-05,"09:55:00,441.0611,441.57,441.0387,441.2398,191344.0",,,,
1767,08-05,"09:56:00,441.27,441.4,440.11,440.1901,228744.0",,,,
1768,08-05,"09:57:00,440.25,440.81,440.02,440.255,143968.0",,,,
1769,08-05,"09:58:00,440.27,440.95,440.26,440.7768,114238.0",,,,
1770,08-05,"09:59:00,440.8,440.86,440.55,440.55,75937.0",,,,
1771,08-05,"10:00:00,440.6199,440.62,440.1,440.35,85857.0",,,,
1772,08-05,"10:01:00,440.35,440.75,440.08,440.21,107935.0",,,,
1773,08-05,"10:02:00,440.2,440.2,439.75,439.97,126463.0",,,,
1774,08-05,"10:03:00,439.99,440.31,439.9404,440.22,81405.0",,,,
1775,08-05,"10:04:00,440.245,440.35,439.4,439.5902,140938.0",,,,
1776,08-05,"10:05:00,439.62,439.95,439.52,439.6112,87685.0",,,,
1777,08-05,"10:06:00,439.6371,440.045,439.61,439.9533,83755.0",,,,
1778,08-05,"10:07:00,439.976,440.2,439.8418,440.1365,60775.0",,,,
1779,08-05,"10:08:00,440.19,440.2569,439.842,439.97,107969.0",,,,
1780,08-05,"10:09:00,439.99,440.01,439.5501,439.79,77199.0",,,,
1781,08-05,"10:10:00,439.8,440.2698,439.64,440.2487,95724.0",,,,
1782,08-05,"10:11:00,440.2675,440.4,440.14,440.2905,95475.0",,,,
1783,08-05,"10:12:00,440.28,440.8,440.2025,440.6947,140756.0",,,,
1784,08-05,"10:13:00,440.73,440.97,440.63,440.7,132682.0",,,,
1785,08-05,"10:14:00,440.749,440.7869,440.37,440.41,78776.0",,,,
1786,08-05,"10:15:00,440.39,440.42,440.03,440.16,111382.0",,,,
1787,08-05,"10:16:00,440.14,440.19,439.92,439.9799,118380.0",,,,
1788,08-05,"10:17:00,439.98,440.085,439.84,439.9269,87537.0",,,,
1789,08-05,"10:18:00,439.97,440.0262,439.4901,439.6799,101893.0",,,,
1790,08-05,"10:19:00,439.68,439.74,439.4157,439.74,93488.0",,,,
1791,08-05,"10:20:00,439.7101,439.88,439.5,439.5296,82006.0",,,,
1792,08-05,"10:21:00,439.554,439.73,439.43,439.65,55542.0",,,,
1793,08-05,"10:22:00,439.66,439.83,439.51,439.54,64749.0",,,,
1794,08-05,"10:23:00,439.56,439.98,439.555,439.93,70069.0",,,,
1795,08-05,"10:24:00,439.93,439.98,439.82,439.84,46858.0",,,,
1796,08-05,"10:25:00,439.85,440.08,439.82,440.07,61564.0",,,,
1797,08-05,"10:26:00,440.09,440.17,439.9205,440.17,90854.0",,,,
1798,08-05,"10:27:00,440.16,440.4,440.09,440.355,72984.0",,,,
1799,08-05,"10:28:00,440.38,440.5,440.19,440.28,62536.0",,,,
1800,08-05,"10:29:00,440.29,440.5799,440.29,440.44,53219.0",,,,
1801,08-05,"10:30:00,440.4301,440.5329,440.2601,440.4272,46665.0",,,,
1802,08-05,"10:31:00,440.4,440.46,439.8,439.87,69955.0",,,,
1803,08-05,"10:32:00,439.85,439.85,439.1919,439.255,105617.0",,,,
1804,08-05,"10:33:00,439.2,439.28,438.9,439.19,150486.0",,,,
1805,08-05,"10:34:00,439.19,439.46,439.0264,439.14,104536.0",,,,
1806,08-05,"10:35:00,439.16,439.16,438.7,438.7,119969.0",,,,
1807,08-05,"10:36:00,438.725,439.05,438.6,438.6038,139995.0",,,,
1808,08-05,"10:37:00,438.6038,438.9165,438.6,438.8801,98946.0",,,,
1809,08-05,"10:38:00,438.92,438.9678,438.31,438.31,116866.0",,,,
1810,08-05,"10:39:00,438.35,438.459,437.83,438.3214,157396.0",,,,
1811,08-05,"10:40:00,438.3063,438.48,438.15,438.3818,71566.0",,,,
1812,08-05,"10:41:00,438.4,438.4,438.1497,438.15,62838.0",,,,
1813,08-05,"10:42:00,438.13,438.25,437.95,438.01,70792.0",,,,
1814,08-05,"10:43:00,438.02,438.86,437.97,438.82,130838.0",,,,
1815,08-05,"10:44:00,438.83,439.0,438.71,438.73,87182.0",,,,
1816,08-05,"10:45:00,438.74,438.99,438.71,438.73,96867.0",,,,
1817,08-05,"10:46:00,438.73,438.76,438.43,438.55,57024.0",,,,
1818,08-05,"10:47:00,438.59,438.6199,438.03,438.065,84769.0",,,,
1819,08-05,"10:48:00,438.06,438.12,437.54,437.6,119574.0",,,,
1820,08-05,"10:49:00,437.58,437.7919,437.31,437.64,115214.0",,,,
1821,08-05,"10:50:00,437.6467,437.7,437.49,437.63,58410.0",,,,
1822,08-05,"10:51:00,437.5701,437.95,437.55,437.684,66541.0",,,,
1823,08-05,"10:52:00,437.72,437.91,437.68,437.9,65404.0",,,,
1824,08-05,"10:53:00,437.92,438.28,437.91,438.04,89729.0",,,,
1825,08-05,"10:54:00,438.06,438.345,437.87,437.92,54537.0",,,,
1826,08-05,"10:55:00,437.9204,438.015,437.61,437.895,71629.0",,,,
1827,08-05,"10:56:00,437.89,437.91,437.28,437.53,93439.0",,,,
1828,08-05,"10:57:00,437.525,437.757,437.5035,437.66,43089.0",,,,
1829,08-05,"10:58:00,437.63,437.65,437.45,437.55,52372.0",,,,
1830,08-05,"10:59:00,437.54,437.565,437.12,437.21,76061.0",,,,
1831,08-05,"11:00:00,437.1953,437.24,436.93,436.9683,112913.0",,,,
1832,08-05,"11:01:00,436.975,437.45,436.93,437.425,108582.0",,,,
1833,08-05,"11:02:00,437.455,437.86,437.34,437.835,84752.0",,,,
